system:index,B11_t27,B12_t27,B2_t27,B3_t27,B4_t27,B5_t27,B6_t27,B7_t27,B8A_t27,B8_t27,class,class_name,zone,.geo
1423_0,2700.0,2287.0,763.0,894.0,1168.0,1452.0,1503.0,1640.0,1776.0,1604.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33000356311007,35.53744247129668]}"
1424_0,3902.0,2868.0,1934.0,2270.0,2608.0,2916.0,3184.0,3408.0,3694.0,3224.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37330235980463,35.50294716438649]}"
1425_0,2715.5,1977.0,901.0,1183.0,1628.0,2018.5,2241.5,2452.0,2738.5,2554.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7541880402713,35.665901556925775]}"
1426_0,2364.0,1483.0,934.5,1124.0,1413.0,1709.0,1808.0,1889.5,2125.5,1928.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30574905043885,35.49055041346564]}"
1427_0,2133.0,1198.5,678.5,982.5,926.5,1706.0,2897.5,3388.5,3717.5,3314.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74233027852092,35.622243434117564]}"
1428_0,1992.5,1404.0,753.0,969.0,1270.0,1680.0,1838.5,2054.5,2236.0,1927.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7608355733738,35.71512923449552]}"
1429_0,2948.0,1860.5,672.5,968.0,1201.0,1890.0,2478.5,2896.0,3276.5,2986.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7541880402713,35.66482357858483]}"
1430_0,1328.5,911.0,563.5,681.5,923.0,1163.0,1292.0,1423.5,1523.5,1451.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77053737844228,35.58828711637785]}"
1431_0,3345.0,2470.0,1050.0,1318.0,1722.0,2043.0,2164.0,2261.0,2579.0,2296.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31832546441652,35.54193404771728]}"
1432_0,2117.5,1411.0,734.0,916.0,1179.0,1468.5,1672.0,1855.0,2061.0,1885.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7322691473388,35.74441431275782]}"
1433_0,1703.0,913.0,474.0,760.0,672.0,1275.0,2145.0,2498.0,2716.0,2604.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63363412914246,35.64595895761832]}"
1436_0,2114.0,1317.5,503.0,662.0,907.0,1263.5,1431.5,1670.0,1938.0,1797.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7435879199187,35.67272875308508]}"
1437_0,2024.5,1259.0,839.0,1020.5,1328.0,1609.5,1747.5,1849.0,2107.5,1805.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26047396011921,35.54067640631951]}"
1438_0,2867.0,1880.0,1124.0,1340.0,1608.0,1907.0,2093.0,2219.0,2458.0,2288.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35551571717906,35.46378061799888]}"
1439_0,2328.5,1502.5,893.0,1077.0,1275.0,1521.5,1928.0,2096.0,2329.0,2283.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76730344341945,35.59529397559398]}"
1440_0,1893.5,993.0,487.5,807.5,795.5,1556.5,2707.0,3140.5,3575.0,3244.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73891668044128,35.61882983603791]}"
1441_0,2845.0,1944.0,1300.0,1462.0,1714.0,2001.0,2183.0,2339.0,2616.0,2438.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.43941836471583,35.454438139044036]}"
1443_0,2125.0,1287.5,553.0,768.0,827.0,1320.0,1976.0,2217.0,2480.0,2317.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73047251677055,35.708302038336214]}"
1444_0,1720.5,1060.0,457.0,624.5,666.0,1274.0,1545.0,1814.5,1977.0,1588.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79748683696587,35.74639060638288]}"
1446_0,3249.5,2287.0,1081.0,1314.0,1701.0,2034.0,2446.0,2683.5,2926.5,2644.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7683814217604,35.695725624358545]}"
1447_0,3488.5,3008.0,921.5,1175.0,1539.0,1829.0,1933.5,2090.0,2337.0,2087.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2355007952207,35.69410865684713]}"
1449_0,1799.0,1319.0,694.0,813.0,936.0,1089.0,1162.0,1221.0,1334.0,1206.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33952570512174,35.51336762168228]}"
1450_0,3318.0,2529.0,1104.0,1326.0,1722.0,1904.0,2032.0,2157.0,2451.0,2288.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31527119245051,35.57930396353665]}"
1452_0,2770.0,1829.0,1100.0,1306.0,1508.0,1949.0,2172.0,2317.0,2605.0,2360.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49511391233123,35.48857411984058]}"
1453_0,2931.0,1991.0,1422.0,1608.0,1765.0,2057.5,2350.5,2476.0,2657.5,2571.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25167047033484,35.45030588873709]}"
1456_0,2252.0,1489.0,645.0,888.0,1219.0,1646.5,1894.5,2111.5,2331.0,2197.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76730344341945,35.697342591869955]}"
1457_0,1798.0,1214.0,675.0,836.0,1082.0,1352.0,1473.0,1590.0,1778.0,1662.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61315254066454,35.46665522690807]}"
1458_0,2093.0,1291.0,714.0,946.0,1062.0,1499.0,1845.0,2059.0,2336.0,2136.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41839778706743,35.51696088281876]}"
1459_0,2338.5,1592.0,759.0,1036.0,1515.0,1914.0,2123.5,2408.5,2758.0,2352.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77610693320382,35.64667760984562]}"
1460_0,2938.0,1914.5,911.0,1130.0,1474.0,1768.5,1872.0,2042.0,2247.5,1948.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21250392394724,35.61002634625354]}"
1461_0,2580.0,1668.0,912.0,1156.0,1434.0,1867.0,2017.0,2147.0,2412.0,1980.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36054628277013,35.53726280823986]}"
1463_0,2584.0,1723.0,741.0,997.0,1344.0,1751.0,1941.0,2158.0,2375.0,2122.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62842390049458,35.65889469770964]}"
1464_0,2300.5,1840.5,808.0,949.0,1157.0,1316.0,1355.5,1438.0,1585.0,1462.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30341343070013,35.54552730885376]}"
1465_0,3181.5,2265.0,1059.0,1404.0,1896.0,2423.5,2599.0,2806.5,3105.5,2705.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79640885862493,35.63481984809524]}"
1466_0,1801.0,933.5,456.0,707.0,731.0,1260.5,2099.5,2451.5,2844.5,2554.5,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76910007398769,35.520015154784765]}"
1467_0,2965.5,1817.0,772.0,1077.5,1283.0,1861.5,2576.0,2895.0,3241.0,2788.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76371018228298,35.66392526330071]}"
1468_0,2002.5,1126.5,530.0,803.5,866.0,1536.0,2079.5,2285.0,2581.0,2428.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6916652964966,35.722136093711654]}"
1470_0,3226.0,2263.0,1072.0,1296.0,1710.0,2119.0,2346.0,2558.0,2919.0,2552.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27772161357431,35.633741869754296]}"
1471_0,3535.0,2499.0,925.0,1202.0,1554.0,2012.0,2324.5,2554.5,2923.5,2616.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26586385182394,35.55900203811555]}"
1472_0,2456.0,1611.0,643.0,839.0,1123.0,1424.0,1635.0,1856.0,2118.5,1966.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78113749879489,35.74064138856452]}"
1474_0,1778.5,1237.0,923.0,1156.0,1412.0,1731.0,1849.5,2017.5,2225.5,2067.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61530849734643,35.74926521529206]}"
1475_0,2478.0,1460.5,659.5,910.0,1022.0,1619.5,2308.0,2623.0,3050.0,2723.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75885927974873,35.664464252471184]}"
1477_0,3688.5,2950.0,943.0,1276.0,1677.0,1964.0,2117.0,2263.5,2512.0,2340.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30125747401824,35.577686996025236]}"
1478_0,1820.0,1297.0,642.0,726.0,802.0,964.0,981.0,1108.0,1195.0,1116.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46726613852353,35.4526415084758]}"
1479_0,3371.5,2614.5,1038.5,1340.0,1771.0,2046.5,2156.0,2290.5,2520.5,2364.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29047769060881,35.56043934257014]}"
1480_0,1823.0,1016.0,447.0,621.0,634.0,1060.0,2004.0,2214.0,2442.0,2290.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64046132530177,35.652786153777626]}"
1481_0,1773.0,899.5,386.0,637.0,538.0,1170.0,1898.0,2196.5,2497.0,2380.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72598094034996,35.72267508288213]}"
1482_0,3150.0,2316.5,1006.5,1267.0,1640.0,1988.5,2178.5,2402.0,2660.0,2509.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7518524205326,35.6698541441759]}"
1483_0,2379.0,1530.0,875.0,1108.0,1438.0,1773.0,2018.0,2180.0,2422.0,2088.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47481198691014,35.47150612944231]}"
1484_0,2140.5,1347.0,538.0,690.0,951.5,1275.0,1498.5,1714.0,2009.0,1850.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73963533266857,35.67201010085778]}"
1485_0,2753.0,2325.0,700.0,858.0,1132.0,1326.0,1455.0,1542.0,1749.0,1614.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33665109621255,35.59116172528703]}"
1486_0,2372.5,1864.5,857.0,1011.0,1251.0,1436.0,1502.0,1591.5,1743.5,1586.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30305410458648,35.54444933051281]}"
1487_0,2770.0,1854.0,1366.0,1544.0,1806.0,2202.0,2492.0,2672.0,2974.0,2696.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41714014566966,35.562415636195205]}"
1489_0,3076.5,2182.0,974.5,1238.0,1706.0,2124.5,2291.0,2475.5,2779.0,2538.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75885927974873,35.63122658695876]}"
1490_0,2503.5,1610.0,638.5,870.5,1143.0,1507.0,1850.0,2097.5,2385.5,2184.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77628659626065,35.743336334416874]}"
1491_0,2460.0,1897.0,752.0,954.0,1200.0,1365.0,1434.0,1523.0,1722.0,1584.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37330235980463,35.61326028127637]}"
1492_0,1975.0,1156.0,577.0,869.5,946.0,1505.0,2065.5,2320.5,2603.0,2386.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7256216142363,35.71351226698411]}"
1493_0,4862.0,3529.0,1298.0,1650.0,2264.0,2600.0,2807.0,3042.0,3471.0,3204.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31634917079145,35.527561003171364]}"
1494_0,3584.0,2342.0,956.0,1282.0,1764.0,2062.0,2208.0,2427.0,2808.0,2602.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34922751019023,35.57157845209322]}"
1495_0,1362.0,916.5,495.5,649.0,782.5,1144.5,1350.5,1512.0,1625.5,1508.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7676627695331,35.721237778427536]}"
1496_0,2177.0,1475.0,930.5,1173.0,1643.0,1779.0,1922.5,2093.5,2289.0,2505.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78005952045395,35.64272502259549]}"
1499_0,1704.0,1142.0,700.0,832.0,943.0,1170.0,1219.0,1312.0,1433.0,1356.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61063725786902,35.51318795862545]}"
1500_0,3343.0,3118.0,905.0,1114.0,1366.0,1702.0,1837.0,1932.0,2110.0,1858.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3339561503602,35.53941876492174]}"
1501_0,1866.0,1170.5,627.5,692.5,712.0,1071.5,1786.0,1960.0,2159.0,1531.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72005205947477,35.69410865684713]}"
1502_0,2321.0,1679.0,814.5,1035.0,1324.0,1659.5,1854.0,1971.0,2155.5,1945.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71160789580405,35.69482730907442]}"
1503_0,2718.0,1986.5,1244.0,1484.0,1825.0,2045.0,2244.5,2456.5,2680.5,2482.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2520297964485,35.512109980284514]}"
1504_0,2487.0,1640.5,905.5,1084.5,1293.0,1717.5,2099.0,2338.5,2649.0,2543.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72921487537279,35.68728146068782]}"
1505_0,1573.0,1007.0,760.0,884.0,1098.0,1396.0,1468.0,1617.0,1724.0,1522.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3655768483612,35.53672381906939]}"
1506_0,2188.0,1836.0,706.0,806.0,956.0,1138.0,1180.0,1268.0,1400.0,1274.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33790873761032,35.57642935462747]}"
1507_0,4392.0,3419.0,1099.0,1332.0,1738.0,2074.0,2252.5,2439.5,2725.0,2512.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60776264895982,35.83694078702213]}"
1508_0,1834.0,1093.0,590.0,880.0,983.0,1620.0,2287.0,2625.0,2933.0,2674.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61926108459656,35.664643915528]}"
1509_0,2048.5,1448.5,867.0,981.0,1153.0,1307.5,1412.5,1498.5,1642.5,1483.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27915891802891,35.58667014886643]}"
1517_0,2996.0,1993.0,1088.0,1312.0,1614.0,2191.0,2559.0,2876.0,3184.0,2752.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4324115054997,35.553612146410835]}"
1518_0,2232.0,1324.0,928.0,1130.0,1094.0,1607.0,2329.0,2601.0,2894.0,2556.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52439899059354,35.456594095725926]}"
1519_0,2378.0,1577.5,767.5,948.5,1080.5,1598.0,1940.0,2184.0,2405.5,2070.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72202835309983,35.63571816337936]}"
1520_0,2271.5,1655.0,687.5,890.0,1170.0,1524.5,1584.5,1709.5,1902.0,1668.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78221547713584,35.52414740509171]}"
1522_0,1874.0,1238.0,845.5,1030.0,1511.0,1522.0,1658.5,1895.5,2061.0,2141.5,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77305266123781,35.59583296476445]}"
1523_0,2351.0,1637.0,902.0,1090.0,1170.0,1476.0,1573.0,1704.0,1857.0,1772.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60434905088017,35.59044307305973]}"
1524_0,3812.5,2747.5,1073.0,1401.0,1925.0,2629.5,2773.5,2954.5,3320.5,2913.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76640512813533,35.609846683196714]}"
1525_0,2209.5,1362.5,624.5,884.5,1080.0,1549.5,1871.5,2050.5,2343.0,2104.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7947918911135,35.506360762466144]}"
1526_0,2001.5,1045.0,516.0,889.5,706.0,1498.0,2485.5,2789.5,3057.5,2795.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73119116899785,35.75070251974665]}"
1528_0,1552.0,1070.5,565.0,776.0,1075.0,1351.0,1462.0,1640.0,1801.0,1603.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78491042298819,35.67560336199426]}"
1529_0,2132.0,1516.0,826.0,1080.0,1512.0,2083.5,2341.0,2468.5,2739.5,2290.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75957793197603,35.63499951115206]}"
1530_0,1707.5,881.5,511.0,822.0,681.5,1404.5,2217.5,2504.5,2779.0,2677.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72310633144077,35.72554969179131]}"
1531_0,1830.0,1187.5,508.0,672.0,810.0,1116.5,1509.0,1731.5,1912.5,1774.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74376758297552,35.75321780254219]}"
1532_0,2330.0,1313.0,759.5,1028.5,1000.0,1790.5,2799.0,3208.0,3661.5,3288.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70334339519015,35.67919662313074]}"
1534_0,1972.0,1366.5,665.0,873.0,1144.0,1493.0,1756.0,1893.5,2122.0,1938.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78760536884056,35.743336334416874]}"
1535_0,2218.5,1447.5,855.5,1038.0,1415.0,1601.0,1706.0,1860.0,2050.0,1990.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25149080727803,35.56331395147932]}"
1536_0,2543.0,1833.0,1116.0,1300.0,1602.0,1743.0,1950.0,2081.0,2211.0,1712.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39953316610092,35.60266016092376]}"
1537_0,1532.0,982.0,614.0,797.0,877.0,1111.0,1222.0,1237.0,1486.0,1332.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61800344319879,35.51246930639816]}"
1538_0,1772.5,1213.0,668.5,889.5,1179.0,1322.5,1420.0,1509.5,1711.5,1783.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7714356937264,35.48318422813586]}"
1540_0,1824.5,1216.0,624.5,793.0,1054.0,1323.0,1431.5,1568.0,1761.0,1604.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7721543459537,35.47186545555596]}"
1541_0,4034.0,2863.0,1004.5,1327.0,1656.0,2105.5,2387.0,2566.0,2917.0,2681.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26460621042617,35.517859198102876]}"
1543_0,1612.5,1133.0,679.0,798.5,881.0,1042.5,1330.0,1456.5,1597.0,1619.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73747937598668,35.65009120792527]}"
1544_0,1512.0,783.0,463.0,726.0,580.0,1293.0,2462.0,2893.0,3165.0,3012.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63525109665389,35.65045053403892]}"
1546_0,2316.0,1578.5,782.0,1034.0,1357.0,1764.5,1983.0,2160.5,2387.0,2093.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77323232429464,35.54732393942199]}"
1547_0,2183.5,1633.0,746.5,917.0,1217.0,1547.0,1647.5,1812.0,2000.0,1762.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71717745056559,35.682071232039924]}"
1548_0,2099.0,1349.5,697.0,900.5,1048.5,1437.0,1950.0,2208.0,2385.5,2215.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78311379241995,35.765075564292566]}"
1550_0,3924.5,2692.0,1119.0,1503.0,2079.0,2554.5,2766.0,3002.5,3332.5,2927.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2978438759386,35.51624223059146]}"
1551_0,3936.0,2796.0,1188.0,1568.0,2166.0,2577.0,2922.0,3138.0,3523.0,3348.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57704026624295,35.504923458011554]}"
1552_0,2031.0,1467.5,578.0,747.0,1057.0,1233.0,1398.0,1556.5,1782.5,1684.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6984924926559,35.73345486629156]}"
1553_0,2834.5,1711.0,1090.0,1368.0,1757.0,2110.5,2196.5,2301.5,2548.0,2308.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23514146910705,35.58379553995725]}"
1554_0,2397.5,1667.5,789.5,1047.5,1379.0,1715.5,1871.0,2068.0,2315.5,2118.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73927600655493,35.74010239939405]}"
1555_0,2745.0,1830.0,646.0,863.0,1028.0,1504.0,1819.0,2054.0,2307.0,2126.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59356926747074,35.72519036567766]}"
1556_0,1398.0,887.0,648.0,808.0,992.0,1215.0,1282.0,1390.0,1474.0,1356.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60291174642558,35.527381340114545]}"
1560_0,2165.5,1387.0,648.5,847.5,1135.0,1474.0,1757.5,1944.5,2187.5,2023.5,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76963906315817,35.66787785055084]}"
1561_0,2269.0,1590.0,850.0,1058.0,1272.0,1458.0,1567.0,1696.0,1825.0,1710.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56536216754938,35.52342875286442]}"
1562_0,2423.0,1927.0,752.0,858.0,1028.0,1254.0,1324.0,1401.0,1571.0,1448.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4633135512734,35.46521792245347]}"
1564_0,2175.0,1686.0,764.0,874.0,1062.0,1240.0,1338.0,1406.0,1533.0,1408.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3129355727118,35.555947766149544]}"
1566_0,2371.0,1549.0,778.0,1090.0,1346.0,1831.0,2267.0,2437.0,2851.0,2520.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63722739027895,35.451563530134855]}"
1567_0,1837.5,1228.5,711.5,904.0,1146.0,1471.5,1684.0,1864.0,2025.5,1888.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7879646949542,35.743336334416874]}"
1568_0,1929.0,1091.0,538.0,848.0,802.0,1591.0,2674.0,3044.0,3381.0,3060.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62716625909681,35.66284728495977]}"
1569_0,1912.5,1337.0,694.0,890.5,1284.0,1547.0,1654.5,1756.5,2012.0,1944.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78275446630632,35.64811491430021]}"
1570_0,3122.0,2250.0,757.0,976.5,1219.0,1722.0,1941.5,2125.0,2400.0,2041.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76119489948744,35.505462447182026]}"
1571_0,4060.0,2811.0,1434.0,1736.0,2214.0,2585.0,2773.0,2943.0,3332.0,3084.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36000729359966,35.50312682744332]}"
1572_0,1667.0,1056.0,916.0,1142.0,1442.0,1815.5,1952.5,2130.5,2351.5,2146.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70963160217899,35.6653625677553]}"
1573_0,3697.0,2563.0,1076.0,1430.0,1914.0,2398.0,2505.0,2754.0,3096.0,2864.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36000729359966,35.51228964334133]}"
1574_0,1510.0,1067.0,729.5,912.0,1196.0,1511.5,1625.5,1773.5,1875.5,1771.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72741824480455,35.69770191798361]}"
1575_0,1759.0,1169.5,806.5,1074.0,1359.0,1853.5,1997.5,2199.5,2424.5,2192.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76963906315817,35.679735612301215]}"
1576_0,3848.0,2867.5,1065.5,1349.0,1757.0,2062.5,2335.5,2495.5,2831.0,2579.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60937961647124,35.84215101567003]}"
1578_0,2722.5,1802.0,1160.0,1456.0,1643.0,2087.5,2334.5,2521.0,2861.0,2590.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.750415116078,35.59439566030986]}"
1579_0,2174.5,1305.5,639.0,889.0,861.0,1452.0,2339.0,2635.0,2858.0,2637.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.769818726215,35.76273994455386]}"
1580_0,2052.0,1490.0,680.0,833.0,974.0,1174.0,1249.0,1335.0,1453.0,1334.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57901655986801,35.52055414395524]}"
1581_0,2364.0,1897.5,795.0,923.0,1172.0,1432.5,1456.5,1553.0,1723.0,1495.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.20980897809488,35.62763332582228]}"
1582_0,1714.5,973.5,485.0,721.5,777.0,1239.5,1862.0,2114.5,2390.0,2221.5,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78688671661325,35.63356220669747]}"
1583_0,2034.0,1113.0,527.0,827.5,793.0,1386.0,2176.5,2471.5,2758.0,2542.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76586613896487,35.50941503443215]}"
1584_0,2344.5,1387.5,597.0,807.0,895.0,1426.0,1781.0,1967.0,2235.5,2156.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70801463466756,35.746031280269236]}"
