system:index,B11_t27,B12_t27,B2_t27,B3_t27,B4_t27,B5_t27,B6_t27,B7_t27,B8A_t27,B8_t27,class,class_name,zone,.geo
0_0,2609.0,1993.0,652.0,838.0,982.0,1320.0,1535.0,1688.0,1893.0,1746.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,2946.0,2073.0,849.0,1030.0,1180.0,1447.0,1684.0,1982.0,2135.0,1932.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
2_0,3671.0,2841.0,1120.0,1418.0,1794.0,2222.0,2390.0,2532.0,2766.0,2564.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52547696893448,35.80855402404395]}"
4_0,2300.0,1591.0,1072.0,1032.0,1056.0,1250.0,1282.0,1341.0,1486.0,1716.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35066481464482,35.67775931867615]}"
5_0,3482.0,2553.0,922.5,1246.0,1627.0,2051.5,2262.5,2448.5,2714.0,2525.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
6_0,2562.0,1976.0,654.0,760.0,918.0,1149.0,1271.0,1376.0,1607.0,1438.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46367287738705,35.804601436793824]}"
7_0,2088.0,1524.0,769.0,898.0,1002.0,1296.0,1422.0,1525.0,1712.0,1526.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47606962830791,35.74944487834889]}"
8_0,1735.0,1249.0,330.0,360.0,477.0,569.0,645.0,745.0,857.0,788.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,3533.0,2518.0,880.0,1146.0,1648.0,1949.0,2103.0,2278.0,2604.0,2430.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
11_0,3152.0,2471.0,1250.0,1470.0,1672.0,2019.0,2171.0,2290.0,2463.0,2430.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47966288944438,35.73668880131439]}"
13_0,2470.0,1844.0,660.0,896.0,1086.0,1388.0,1665.0,1820.0,1975.0,1866.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65357672844992,35.662308295789295]}"
14_0,3520.0,2774.0,922.0,1092.0,1302.0,1638.0,1829.0,1955.0,2243.0,2076.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50948695687715,35.82652032972634]}"
16_0,3529.0,2583.0,1120.0,1488.0,1860.0,2322.0,2635.0,2861.0,3117.0,2596.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6496241411998,35.47977063005621]}"
20_0,4513.0,3302.0,1094.0,1412.0,1918.0,2205.0,2454.0,2668.0,2962.0,2798.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48559177031957,35.79112670753204]}"
22_0,3380.0,2920.0,840.0,968.0,1156.0,1433.0,1640.0,1767.0,2053.0,1810.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55152811217394,35.75501443311043]}"
23_0,2972.0,2190.0,864.0,1126.0,1536.0,1797.0,1958.0,2090.0,2306.0,2180.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58674207131143,35.79184535975933]}"
25_0,2281.0,1511.0,736.0,869.0,988.0,1307.0,1585.0,1722.0,1885.0,1686.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56644014589033,35.560259679513315]}"
26_0,3921.5,2820.5,1019.0,1311.0,1577.0,2001.5,2363.5,2581.0,2876.5,2678.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53823304596898,35.833527188942476]}"
27_0,3553.0,2513.5,1087.0,1340.0,1752.0,2196.5,2498.5,2733.0,3018.5,2721.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71070958051992,35.75663140062184]}"
28_0,3754.0,2811.0,2088.0,2322.0,2352.0,2698.0,2951.0,3067.0,3342.0,3086.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49870717346772,35.56636822344533]}"
29_0,3371.0,2580.0,804.0,1042.0,1338.0,1684.0,1866.0,2044.0,2316.0,2072.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33521379175797,35.72842430070049]}"
30_0,2978.5,2230.5,913.0,1061.0,1270.0,1510.5,1700.5,1843.0,2061.5,1900.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55080945994665,35.82903561252188]}"
31_0,2373.0,1753.0,1036.0,1256.0,1460.0,1450.0,1754.0,1805.0,2139.0,2042.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39432293745303,35.672549090028255]}"
32_0,3463.0,2351.0,984.5,1209.0,1503.0,1907.5,2177.0,2362.0,2634.0,2427.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61602714957372,35.75357712865584]}"
33_0,1474.0,1235.0,756.0,880.0,985.0,1100.0,1137.0,1205.0,1253.0,1314.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46259489904611,35.830652580033295]}"
34_0,1857.0,1277.0,416.0,458.0,553.0,724.0,865.0,998.0,1137.0,990.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58746072353873,35.84340865706779]}"
35_0,2694.0,2203.0,1172.0,1394.0,1450.0,1738.0,1898.0,2026.0,2206.0,2104.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47966288944438,35.72878362681414]}"
37_0,2970.0,2223.0,700.0,930.0,996.0,1394.0,1772.0,1986.0,2251.0,2260.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46870344297812,35.837300113135775]}"
38_0,3170.0,2531.0,1254.0,1410.0,1658.0,1942.0,2174.0,2311.0,2539.0,2430.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47768659581932,35.732197224893795]}"
39_0,3861.0,2683.0,1340.0,1598.0,1942.0,2306.0,2611.0,2821.0,3117.0,2928.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48181884612627,35.72285474593895]}"
40_0,2945.0,1965.0,1184.0,1350.0,1614.0,1925.0,2133.0,2206.0,2457.0,2308.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50463605434291,35.71656653895011]}"
41_0,3758.0,2883.0,937.0,1212.0,1718.0,2105.0,2299.0,2591.0,2887.0,2574.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63201716163105,35.60212117175329]}"
42_0,2631.5,2162.0,792.0,904.5,1021.5,1309.0,1432.0,1574.0,1750.0,1574.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71484183082687,35.59062273611656]}"
43_0,4156.0,3048.0,1456.0,1600.0,1898.0,2366.0,2782.0,3039.0,3431.0,3038.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59123364773203,35.59709060616222]}"
44_0,3550.0,2623.0,787.0,1060.0,1372.0,1745.0,2021.0,2227.0,2484.0,2310.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64046132530177,35.77190276045188]}"
45_0,3282.5,2705.0,855.0,1034.0,1319.0,1555.5,1735.5,1887.0,2142.0,1979.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30862365934803,35.814482904919146]}"
46_0,3439.5,2787.5,2086.0,2125.0,2279.0,2462.5,2503.5,2643.0,2838.0,2729.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23298551242516,35.542652699944576]}"
48_0,3568.0,2660.5,1132.0,1335.0,1736.0,2097.0,2340.0,2565.5,2841.5,2525.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63183749857423,35.581459920218535]}"
49_0,3352.0,2487.0,775.0,1038.0,1266.0,1655.0,1937.0,2110.0,2357.0,2164.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32623063891677,35.723573398166245]}"
50_0,3698.0,3241.0,825.0,980.0,1236.0,1563.0,1709.0,1844.0,2118.0,1924.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50553436962703,35.75968567258785]}"
51_0,2979.0,2140.0,927.0,1136.0,1600.0,1868.0,1930.0,2103.0,2379.0,2238.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6000371375164,35.642545359538666]}"
52_0,2162.5,1519.5,669.0,845.5,1017.0,1284.5,1423.0,1544.5,1678.0,1517.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27969790719938,35.794360642554864]}"
53_0,2431.0,1685.0,692.0,911.0,988.0,1341.0,1809.0,2021.0,2172.0,2024.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61315254066454,35.62332141245851]}"
54_0,3098.0,2198.0,909.0,1163.0,1563.0,1873.0,1973.5,2115.0,2376.5,2213.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65052245648391,35.491628391806586]}"
55_0,2784.0,2314.0,772.0,932.0,1116.0,1403.0,1515.0,1624.0,1780.0,1654.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51595482692281,35.78717412028191]}"
56_0,2014.5,1520.0,501.5,550.5,657.0,809.5,870.0,973.0,1106.0,970.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74879814856659,35.5548697878086]}"
58_0,2157.0,1483.0,759.0,940.0,1042.0,1316.0,1472.0,1609.0,1644.0,1666.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39737720941903,35.620806129662974]}"
59_0,2920.5,2013.0,893.0,1097.5,1179.0,1535.5,1980.0,2149.0,2386.5,2207.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65573268513181,35.694467982960774]}"
61_0,3161.0,2467.0,856.0,1080.0,1450.0,1752.0,2004.0,2295.0,2480.0,2204.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5903353324479,35.676861003392034]}"
63_0,3160.0,2518.5,796.0,999.5,1257.0,1583.0,1717.5,1849.5,2103.5,1888.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31581018162099,35.728603963757315]}"
64_0,2479.0,1826.0,764.0,947.0,1300.0,1469.0,1589.0,1706.0,1870.0,1824.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65555302207498,35.71998013702977]}"
65_0,3115.0,2422.0,968.0,1278.0,1578.0,1883.0,2029.0,2119.0,2336.0,2170.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48756806394464,35.822028753305744]}"
67_0,3351.0,2586.0,1490.0,1614.0,1776.0,2244.0,2648.0,2825.0,2994.0,2670.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49026300979699,35.67506437282379]}"
68_0,3354.0,2553.0,855.0,1061.0,1368.0,1649.0,1870.0,2006.0,2252.0,1997.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3032337676433,35.57373440877511]}"
69_0,3049.0,2228.0,2220.0,2330.0,2194.0,2471.0,2490.0,2368.0,2380.0,2814.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55781631916278,35.62835197804958]}"
71_0,3740.0,2870.0,956.0,1172.0,1534.0,1843.0,2030.0,2174.0,2461.0,2226.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49385627093348,35.77387905407694]}"
72_0,3694.0,2726.0,1011.5,1296.0,1757.0,2117.0,2243.0,2442.0,2710.0,2430.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74304893074823,35.772441749622345]}"
73_0,3909.0,3174.0,877.0,1048.0,1416.0,1678.0,1809.0,1951.5,2173.0,1998.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71825542890653,35.604816117605644]}"
74_0,2423.0,1830.0,654.0,874.0,1102.0,1430.0,1652.0,1784.0,1940.0,1858.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65663100041593,35.662308295789295]}"
76_0,1817.5,1388.0,377.5,443.0,533.0,663.0,770.0,855.5,968.5,885.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75095410524848,35.550378211388]}"
77_0,2708.0,1993.0,1035.0,1123.0,1353.0,1631.5,1755.5,1862.0,2023.5,1888.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2692774499036,35.47725534726067]}"
78_0,2532.0,2076.0,1256.0,1114.0,1096.0,1430.0,1484.0,1517.0,1641.0,1922.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63111884634694,35.49180805486341]}"
79_0,2962.0,2393.0,812.0,1030.0,1158.0,1520.0,1646.0,1766.0,2005.0,1826.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48828671617193,35.78537748971367]}"
80_0,3002.0,2108.0,1282.0,1366.0,1376.0,1725.0,2054.0,2222.0,2474.0,2426.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48541210726275,35.69177303710842]}"
81_0,3023.0,2314.0,946.0,1170.0,1400.0,1680.0,1902.0,2070.0,2337.0,2060.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54775518798064,35.77531635853153]}"
82_0,2868.5,2193.5,717.5,943.0,986.0,1334.0,1857.0,2017.5,2221.5,2048.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30179646318872,35.64685727290244]}"
83_0,3879.5,3105.0,888.0,1119.0,1536.0,1838.5,1974.0,2147.0,2406.5,2160.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74789983328247,35.453899149873564]}"
87_0,2619.0,1996.0,736.0,972.0,1156.0,1516.0,1712.0,1834.0,2015.0,1852.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60973894258488,35.70327147274514]}"
88_0,2670.0,2080.0,780.0,939.0,1164.0,1383.0,1523.0,1652.0,1863.0,1732.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34096300957633,35.71998013702977]}"
89_0,2400.0,1766.0,690.0,916.0,1076.0,1445.0,1646.0,1789.0,1918.0,1820.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65699032652958,35.66715919832354]}"
90_0,3770.0,2921.0,850.0,1062.0,1400.0,1766.0,1971.0,2178.0,2410.0,2130.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34617323822422,35.820591448851154]}"
91_0,2803.0,2268.0,780.0,943.0,1096.0,1450.0,1587.0,1731.0,1925.0,1704.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48846637922875,35.778190967440715]}"
92_0,2801.0,2285.0,855.0,1054.0,1298.0,1515.0,1654.0,1751.0,1916.0,1760.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47984255250121,35.818255829112445]}"
94_0,1898.0,1369.0,683.0,846.0,983.0,1164.0,1281.0,1343.0,1459.0,1356.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36629550058849,35.46342129188523]}"
95_0,3141.5,2548.0,919.0,1099.0,1369.0,1585.0,1729.0,1859.0,2109.0,1950.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2302905665728,35.789689403077446]}"
96_0,3633.5,3256.0,971.0,1212.0,1511.0,1830.5,1917.5,2045.5,2269.0,2114.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27861992885843,35.74136004079181]}"
97_0,3035.0,2145.5,892.0,1111.0,1092.5,1608.0,2254.0,2498.5,2662.0,2513.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6864550678487,35.70039686383596]}"
98_0,4368.5,4098.0,1222.0,1550.0,1941.0,2321.0,2418.0,2560.0,2842.0,2557.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2468195678006,35.62889096722005]}"
99_0,2587.0,2111.0,854.0,1042.0,1346.0,1531.0,1611.0,1700.0,1883.0,1764.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61692546485784,35.778909619668006]}"
100_0,1793.0,1220.0,433.0,465.0,549.0,690.0,780.0,876.0,996.0,948.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59842017000499,35.718542832575174]}"
101_0,3443.0,2482.0,821.0,1094.0,1360.0,1735.0,2083.0,2261.0,2548.0,2342.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32443400834853,35.724292050393544]}"
102_0,3169.5,2503.5,728.0,1009.0,1047.0,1463.0,2228.0,2463.5,2695.5,2455.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2475382200279,35.726448007075426]}"
103_0,2564.0,1973.0,788.0,955.0,1272.0,1491.0,1588.0,1721.0,1891.0,1736.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.70991900584763]}"
104_0,1883.0,1346.0,350.0,403.0,538.0,652.0,742.0,828.0,969.0,896.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59195229995932,35.8464629290338]}"
105_0,4136.0,2965.0,1005.0,1294.0,1750.0,2146.0,2331.0,2516.0,2799.0,2510.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63668840110847,35.478692651715264]}"
106_0,2405.0,1700.0,664.0,854.0,992.0,1308.0,1689.0,1838.0,2000.0,1844.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62914255272187,35.633741869754296]}"
107_0,3233.0,2453.5,833.5,1017.0,1333.0,1600.0,1722.0,1902.0,2185.5,2007.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75131343136212,35.53061527513737]}"
108_0,3599.5,2738.5,810.0,1006.0,1344.0,1645.5,1820.0,1991.0,2264.0,2073.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32012209498475,35.84915787488615]}"
109_0,3048.0,2386.0,752.0,1023.0,1102.0,1609.0,2158.0,2368.0,2532.0,2306.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42774026602227,35.76130264009927]}"
110_0,2575.0,1885.0,742.0,958.0,1238.0,1515.0,1637.0,1811.0,1967.0,1858.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61243388843725,35.73291587712109]}"
111_0,2592.0,1789.0,689.0,911.0,1018.0,1434.0,1902.0,2103.0,2245.0,2074.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62536962852857,35.63410119586794]}"
112_0,3646.0,2436.0,748.0,1040.0,1126.0,1564.0,2300.0,2595.0,2885.0,2684.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60129477891417,35.56834451707039]}"
113_0,2883.0,2135.0,751.0,963.0,1156.0,1493.5,1736.0,1867.0,2050.5,1869.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27520633077879,35.767950173201754]}"
114_0,2500.5,2242.5,747.0,847.0,1037.0,1220.5,1262.0,1368.0,1488.5,1364.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21753448953831,35.7021934944042]}"
115_0,2417.0,1498.0,562.0,803.0,686.0,1185.0,2161.0,2480.0,2675.0,2464.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29353196257482,35.78016726106578]}"
117_0,3231.0,2441.5,686.5,891.0,1054.0,1416.0,1821.5,2008.5,2228.5,1964.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7376590390435,35.48264523896539]}"
119_0,2290.0,1773.0,763.0,901.0,1034.0,1238.0,1391.0,1582.0,1744.0,1626.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5039174021156,35.73992273633722]}"
120_0,2559.0,1933.0,866.0,1040.0,1146.0,1438.0,1627.0,1710.0,1888.0,1796.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48307648752403,35.742438019132756]}"
121_0,4300.0,3332.5,972.0,1202.0,1634.0,1973.0,2115.5,2320.5,2640.0,2373.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21699550036783,35.71926148480247]}"
122_0,3502.5,3056.5,946.0,1206.0,1421.0,1760.0,2014.5,2173.5,2386.0,2159.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25077215505073,35.77783164132707]}"
123_0,3234.0,2520.0,865.0,1054.0,1316.0,1586.0,1747.0,1888.0,2127.0,1988.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51020560910445,35.76920781459952]}"
125_0,2621.0,1881.0,706.0,918.0,961.0,1357.0,1826.0,1977.0,2181.0,2034.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61530849734643,35.6209857927198]}"
126_0,3278.0,2162.0,786.0,1060.0,1300.0,1820.0,2291.0,2564.0,2906.0,2696.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63596974888118,35.62763332582228]}"
127_0,4304.5,3047.0,1103.5,1372.0,1769.0,2309.0,2651.0,2932.5,3296.5,2972.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6278849113241,35.769567140713164]}"
129_0,4315.0,3155.5,1047.0,1389.0,1945.0,2326.5,2482.0,2676.5,3012.0,2754.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75221174664624,35.77190276045188]}"
130_0,3509.0,2780.0,1218.0,1600.0,1864.0,2208.0,2477.0,2586.0,2807.0,2532.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55278575357171,35.76615354263351]}"
131_0,2283.0,1869.0,614.0,698.0,834.0,1023.0,1057.0,1173.0,1331.0,1118.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3512038038153,35.67560336199426]}"
132_0,3263.5,2409.0,692.0,893.0,1133.0,1467.0,1782.0,1978.0,2192.5,1992.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7518524205326,35.469889161930894]}"
134_0,3952.5,3258.0,960.5,1270.0,1606.0,1935.5,2253.0,2396.0,2646.5,2480.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2888607230974,35.78429951137273]}"
135_0,3229.0,2527.0,893.0,1030.0,1212.0,1546.0,1748.0,1871.0,2076.0,1890.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47193737800096,35.75591274839455]}"
136_0,2147.0,1471.0,461.0,580.0,775.0,941.0,1026.0,1083.0,1318.0,1242.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58889802799332,35.84610360292015]}"
138_0,2825.0,1936.0,745.0,982.0,1244.0,1561.0,1711.0,1863.0,2063.0,1896.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48864604228558,35.850415516283924]}"
139_0,3094.0,2252.5,954.0,1139.0,1392.0,1709.5,1918.5,2052.5,2275.5,2038.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56751812423127,35.83137123226059]}"
140_0,3187.0,2265.0,907.0,1168.0,1672.0,1887.0,2131.0,2343.0,2595.0,2514.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65465470679086,35.771004445167755]}"
141_0,3814.0,2779.0,994.0,1368.0,1932.0,2193.0,2385.0,2588.0,2846.0,2692.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58548442991366,35.7968759253504]}"
142_0,3848.0,3248.5,916.0,1177.0,1355.0,1761.5,2236.0,2389.0,2664.5,2474.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2536467639599,35.71171563641587]}"
143_0,3085.0,2276.0,850.0,1174.0,1512.0,1777.0,1962.0,2093.0,2360.0,2214.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64333593421097,35.47977063005621]}"
144_0,2840.0,2036.0,749.0,968.0,1176.0,1568.0,1918.0,2077.0,2293.0,2100.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57883689681118,35.772441749622345]}"
146_0,2804.0,2017.0,722.0,924.0,1220.0,1587.0,2042.0,2190.0,2432.0,2122.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58422678851589,35.798672555918635]}"
147_0,2953.5,2172.5,914.0,1176.0,1456.0,1749.0,1999.0,2222.0,2491.0,2307.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53661607845756,35.8412527003859]}"
148_0,3559.0,2947.5,957.0,1224.0,1480.0,1819.5,2290.5,2510.0,2753.5,2272.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.296406571484,35.718542832575174]}"
149_0,1972.0,1422.0,484.0,570.0,684.0,812.0,913.0,1011.0,1144.0,1040.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63632907499483,35.48354355424951]}"
152_0,2689.5,1913.0,739.0,968.0,1305.0,1631.5,1819.0,1975.5,2187.5,2006.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73352678873655,35.50887604526168]}"
153_0,3494.0,2552.0,1012.0,1362.0,1582.0,2052.0,2406.0,2562.0,2842.0,2678.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5421856332191,35.74567195415559]}"
154_0,3597.0,2660.0,1088.0,1312.0,1676.0,1973.0,2111.0,2256.0,2546.0,2264.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52781258867319,35.74531262804194]}"
155_0,2223.5,1649.5,557.5,628.5,749.5,900.5,1036.5,1104.0,1259.0,1129.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78491042298819,35.56870384318404]}"
156_0,4316.5,3135.0,1037.5,1381.0,2000.0,2444.0,2582.0,2815.0,3127.5,2853.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74574387660059,35.7675908470881]}"
157_0,3356.0,2448.0,1356.0,1562.0,1840.0,2185.0,2476.0,2599.0,2862.0,2668.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48325615058086,35.688539102085585]}"
