pixel_id,class_name,zone,lon,lat,soil_ph,soil_clay,soil_organic,.geo
000000000000000002a7,Corn,1,-90.72454451903293,35.533309910211024,5.5,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.514750224200625]}"
000000000000000002a8,Corn,1,-90.65573167157616,35.732555922582165,6.0,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.739329045230505]}"
000000000000000002a9,Corn,1,-90.60021586346076,35.82382480294408,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.82916057364246]}"
000000000000000002aa,Corn,1,-90.4999663535772,35.832270340339306,6.1,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.82916057364246]}"
000000000000000002ab,Corn,1,-90.30449274069728,35.73129845608508,6.1,13,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.739329045230505]}"
000000000000000002ac,Corn,1,-90.50679323729001,35.765254510607065,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.78424480943649]}"
000000000000000002ad,Corn,1,-90.74484680612927,35.76507614656493,5.3,15,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.78424480943649]}"
000000000000000002ae,Corn,1,-90.26406653054674,35.76166047515799,6.3,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.739329045230505]}"
000000000000000002af,Corn,1,-90.60506736540691,35.719263342341826,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
000000000000000002b0,Corn,1,-90.53320449282957,35.71153572021621,6.2,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.69441328102453]}"
000000000000000002b1,Corn,1,-90.40905420129954,35.56780551596048,6.2,21,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.55966598840661]}"
000000000000000002b2,Corn,1,-90.55134857501605,35.74674924123527,6.0,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.739329045230505]}"
000000000000000002b3,Corn,1,-90.55566052573472,35.59960782467366,6.2,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.60458175261258]}"
000000000000000002b4,Corn,1,-90.33000325782405,35.788611281925014,6.1,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.78424480943649]}"
000000000000000002b5,Corn,1,-90.22005074404818,35.558820427337785,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
000000000000000002b6,Corn,1,-90.36467722761564,35.49396280251542,5.8,42,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.514750224200625]}"
000000000000000002b7,Corn,1,-90.74969830807542,35.5803801809312,5.6,14,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.55966598840661]}"
000000000000000002b9,Corn,1,-90.50679323729001,35.822210608362724,6.1,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.82916057364246]}"
000000000000000002ba,Corn,1,-90.74754010316556,35.61469742263852,5.8,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.60458175261258]}"
000000000000000002bb,Corn,1,-90.65393465385162,35.47707618682602,6.0,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.46983445999465]}"
000000000000000002bc,Corn,1,-90.56374487594464,35.771363479050294,6.1,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.78424480943649]}"
000000000000000002bd,Corn,1,-90.62303308355125,35.6358959890466,5.7,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.649497516818556]}"
000000000000000002be,Corn,1,-90.57937402513696,35.63733627868687,6.2,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.649497516818556]}"
000000000000000002bf,Corn,1,-90.20945146084414,35.839636775279594,6.1,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.82916057364246]}"
000000000000000002c0,Corn,1,-90.59662182801168,35.71045661776127,6.1,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.69441328102453]}"
000000000000000002c1,Corn,1,-90.29981960279328,35.754476863360885,6.3,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.739329045230505]}"
000000000000000002c2,Corn,1,-90.57272996456732,35.67434681743047,6.1,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.69441328102453]}"
000000000000000002c3,Corn,1,-90.5673389113937,35.829572584201976,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.82916057364246]}"
000000000000000002c4,Corn,1,-90.58386879899882,35.60679143647075,6.2,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.60458175261258]}"
000000000000000002c5,Corn,1,-90.60812184962852,35.59439513554217,6.2,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.60458175261258]}"
000000000000000002c6,Corn,1,-90.63740922534755,35.52971587476195,6.0,19,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.514750224200625]}"
000000000000000002c7,Corn,1,-90.5666209961241,35.70650585422791,6.2,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.69441328102453]}"
000000000000000002c8,Corn,1,-90.3244338406083,35.80154713408106,6.1,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.78424480943649]}"
000000000000000002c9,Corn,1,-90.61153752103546,35.72285291868985,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
000000000000000002ca,Corn,1,-90.64172117606623,35.70165435228177,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.69441328102453]}"
000000000000000002cb,Corn,1,-90.55943292522595,35.79454188632611,6.1,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.78424480943649]}"
000000000000000002cc,Corn,1,-90.58692328322044,35.673089350933395,6.1,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.69441328102453]}"
000000000000000002cd,Corn,1,-90.74556472139888,35.63949002449568,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72991864062256,35.649497516818556]}"
000000000000000002ce,Corn,1,-90.50283801465561,35.58307793706854,6.2,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.60458175261258]}"
000000000000000002cf,Corn,1,-90.54128884303947,35.69195134838946,6.2,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.69441328102453]}"
000000000000000002d0,Corn,1,-90.3517413754596,35.59134065132057,6.1,36,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.60458175261258]}"
000000000000000002d1,Corn,1,-90.61297335157467,35.753219396863805,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
000000000000000002d2,Corn,1,-90.30790395300316,35.815200901506714,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.82916057364246]}"
000000000000000002d3,Corn,1,-90.51703133330874,35.58667197251761,6.2,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.60458175261258]}"
000000000000000002d4,Corn,1,-90.63399355394061,35.7542940402177,6.0,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.739329045230505]}"
000000000000000002d5,Corn,1,-90.6093793161256,35.59098392323629,6.2,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.60458175261258]}"
000000000000000002d6,Corn,1,-90.48181781228966,35.569241346499695,6.1,25,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.55966598840661]}"
000000000000000002d7,Corn,1,-90.60021586346076,35.82059195468033,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.82916057364246]}"
000000000000000002d8,Corn,1,-90.50805070378709,35.818255385728314,6.1,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.82916057364246]}"
000000000000000002da,Corn,1,-90.29964123875114,35.71979843446824,6.3,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.739329045230505]}"
000000000000000002db,Corn,1,-90.63381518989847,35.7381253397979,6.0,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.739329045230505]}"
000000000000000002dc,Corn,1,-90.77664465574139,35.70740213353965,6.1,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.69441328102453]}"
000000000000000002dd,Corn,1,-90.33665177749474,35.723753657102655,6.1,13,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.739329045230505]}"
000000000000000002de,Corn,1,-90.62752339831208,35.70902078722206,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.69441328102453]}"
000000000000000002df,Corn,1,-90.63704803816222,35.57265701790662,5.8,19,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.55966598840661]}"
000000000000000002e0,Corn,1,-90.63776595343182,35.6953670197964,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.69441328102453]}"
000000000000000002e1,Corn,1,-90.58818074971751,35.688178948898255,6.1,19,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.69441328102453]}"
000000000000000002e2,Corn,1,-90.60974050331092,35.60876681823743,6.2,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.60458175261258]}"
000000000000000002e3,Corn,1,-90.31922561057787,35.84880022794443,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.82916057364246]}"
000000000000000002e4,Corn,1,-90.51541713872739,35.84574574372282,6.1,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.82916057364246]}"
000000000000000002e5,Corn,1,-90.37887054626876,35.837121842285455,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.82916057364246]}"
000000000000000002e6,Corn,1,-90.6471077701388,35.6173907196748,5.7,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.60458175261258]}"
000000000000000002e7,Corn,1,-90.24699709171415,35.73291710976748,6.2,30,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.739329045230505]}"
000000000000000002e8,Corn,1,-90.79802604529267,35.53259199494142,6.0,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8197501690345,35.514750224200625]}"
000000000000000002e9,Corn,1,-90.3547958596812,35.59044437200882,6.1,36,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.60458175261258]}"
000000000000000002ea,Corn,1,-90.52907090615302,35.707045405455375,6.2,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.69441328102453]}"
000000000000000002eb,Corn,1,-90.64207790415051,35.68314908290998,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.69441328102453]}"
000000000000000002ed,Corn,1,-90.62842413672486,35.68638193117371,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.69441328102453]}"
000000000000000002ee,Corn,1,-90.59303225166366,35.806577000069346,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.78424480943649]}"
000000000000000002ef,Corn,1,-90.28382926641561,35.79561652967999,6.2,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.78424480943649]}"
000000000000000002f0,Corn,1,-90.55188812624351,35.59511305081178,6.2,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.60458175261258]}"
000000000000000002f1,Corn,1,-90.63884505588676,35.70578793895831,5.9,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64008711221061,35.69441328102453]}"
000000000000000002f2,Corn,1,-90.49295664672117,35.68763939767078,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.69441328102453]}"
000000000000000002f3,Corn,1,-90.3830041329453,35.8306516866569,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.82916057364246]}"
000000000000000002f4,Corn,1,-90.75454535092052,35.55271591799562,6.1,25,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77483440482852,35.55966598840661]}"
000000000000000002f5,Corn,1,-90.47750586157099,35.73543204276162,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.739329045230505]}"
000000000000000002f6,Corn,1,-90.4886446960025,35.77118511500815,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.78424480943649]}"
000000000000000002f7,Corn,1,-90.60219124522743,35.71728350147409,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
000000000000000002f8,Corn,1,-90.48738722950542,35.59349885623044,6.2,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.60458175261258]}"
000000000000000000c7,Corn,1,-90.50445666833801,35.581280919343996,6.2,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.55966598840661]}"
00000000000000000269,Corn,1,-90.59177478516659,35.71710513743195,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
000000000000000002b8,Corn,1,-90.47660958225924,35.82562182066861,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.82916057364246]}"
000000000000000002d9,Corn,1,-90.48649095019367,35.771903030277755,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.78424480943649]}"
0000000000000000007b,Corn,1,-90.5102044495959,35.76920973324147,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.78424480943649]}"
00000000000000000080,Corn,1,-90.49493202848785,35.54893905940335,6.2,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.55966598840661]}"
000000000000000001b2,Corn,1,-90.51487758749991,35.84035469054921,6.1,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.82916057364246]}"
000000000000000002ec,Corn,1,-90.4378020257911,35.80154713408106,5.9,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.78424480943649]}"
000000000000000002f9,Cotton,1,-90.5102044495959,35.648475113118366,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.649497516818556]}"
000000000000000002fa,Cotton,1,-90.24915529662402,35.78106648294259,6.2,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.78424480943649]}"
000000000000000002fb,Cotton,1,-90.20693652784999,35.67506473270007,6.2,33,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.69441328102453]}"
000000000000000002fc,Cotton,1,-90.2897598708167,35.790229935607414,6.2,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.78424480943649]}"
000000000000000002fd,Cotton,1,-90.38659816839439,35.72644695413893,6.0,20,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.739329045230505]}"
000000000000000002fe,Cotton,1,-90.51469922345777,35.720877536923176,6.2,14,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.739329045230505]}"
000000000000000002ff,Cotton,1,-90.56140830699262,35.83568155264519,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.82916057364246]}"
00000000000000000300,Cotton,1,-90.39252431369441,35.838379308782535,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.82916057364246]}"
00000000000000000301,Cotton,1,-90.51362012100284,35.61990565266895,6.2,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.60458175261258]}"
00000000000000000302,Cotton,1,-90.3086218682728,35.72105590096531,6.1,13,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.739329045230505]}"
00000000000000000303,Cotton,1,-90.24556126117494,35.80477998234481,6.2,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.78424480943649]}"
00000000000000000304,Cotton,1,-90.52583805788929,35.604816054704074,6.2,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.60458175261258]}"
00000000000000000305,Cotton,1,-90.224541058809,35.834785273333445,6.3,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.82916057364246]}"
00000000000000000306,Cotton,1,-90.46510956064242,35.813586706925356,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.82916057364246]}"
00000000000000000307,Cotton,1,-90.45414909025304,35.829933771387296,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.82916057364246]}"
00000000000000000308,Cotton,1,-90.42827738594096,35.77657616818177,5.9,27,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.78424480943649]}"
00000000000000000309,Cotton,1,-90.50032308166146,35.790408299649556,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.78424480943649]}"
0000000000000000030a,Cotton,1,-90.38085038713649,35.577865247937055,6.2,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.55966598840661]}"
0000000000000000030b,Cotton,1,-90.24268514099546,35.66176769335869,6.1,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.649497516818556]}"
0000000000000000030c,Cotton,1,-90.50229846342815,35.79543816563785,6.1,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.78424480943649]}"
0000000000000000030d,Cotton,1,-90.30844350423064,35.83083005069904,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.82916057364246]}"
0000000000000000030e,Cotton,1,-90.60740393435891,35.75573432985795,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
0000000000000000030f,Cotton,1,-90.56643817298091,35.75627388108543,6.0,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.739329045230505]}"
00000000000000000310,Cotton,1,-90.24089258237198,35.68638193117371,6.0,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.69441328102453]}"
00000000000000000311,Cotton,1,-90.37707352854422,35.68009459868835,6.2,24,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.69441328102453]}"
00000000000000000312,Cotton,1,-90.22651644057568,35.63625717623193,6.1,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.649497516818556]}"
00000000000000000313,Cotton,1,-90.2809576053372,35.83568155264519,6.2,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.82916057364246]}"
00000000000000000314,Cotton,1,-90.46133716115119,35.773878412044425,6.1,12,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.78424480943649]}"
00000000000000000315,Cotton,1,-90.24735827889948,35.69339163802972,6.0,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.69441328102453]}"
00000000000000000316,Cotton,1,-90.5087686190567,35.69123343311986,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.69441328102453]}"
00000000000000000317,Cotton,1,-90.24951648380934,35.82778002557849,6.3,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.82916057364246]}"
00000000000000000318,Cotton,1,-90.5141596722303,35.69069388189239,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.69441328102453]}"
00000000000000000319,Cotton,1,-90.26712101476836,35.81322551974004,6.2,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.82916057364246]}"
0000000000000000031a,Cotton,1,-90.44301025582152,35.777111260308175,6.1,12,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.78424480943649]}"
0000000000000000031c,Cotton,1,-90.37401904432261,35.791844130188764,6.1,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.78424480943649]}"
0000000000000000031d,Cotton,1,-90.22669926371887,35.775135878541505,6.2,16,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.78424480943649]}"
0000000000000000031e,Cotton,1,-90.20190220276065,35.74387312105579,6.2,24,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.739329045230505]}"
0000000000000000031f,Cotton,1,-90.45073787794715,35.74800670773234,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.739329045230505]}"
00000000000000000320,Cotton,1,-90.56374487594464,35.66464381353816,6.1,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.649497516818556]}"
00000000000000000321,Cotton,1,-90.3089830554581,35.73848652698323,6.1,13,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.739329045230505]}"
00000000000000000322,Cotton,1,-90.27017549898996,35.60373695224915,6.1,27,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.60458175261258]}"
00000000000000000323,Cotton,1,-90.20783280716174,35.70542675177298,6.2,33,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.69441328102453]}"
00000000000000000324,Cotton,1,-90.2511306783907,35.83083005069904,6.3,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.82916057364246]}"
00000000000000000325,Cotton,1,-90.2527493320731,35.64505944171143,6.1,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.649497516818556]}"
00000000000000000326,Cotton,1,-90.54074929181202,35.72662977728212,6.0,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.739329045230505]}"
00000000000000000327,Cotton,1,-90.33611222626726,35.75267984563635,6.1,13,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.739329045230505]}"
00000000000000000328,Cotton,1,-90.23711572377971,35.54031515796599,6.1,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.55966598840661]}"
00000000000000000329,Cotton,1,-90.36539514288525,35.832448704381434,6.0,18,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.82916057364246]}"
0000000000000000032b,Cotton,1,-90.21250594506574,35.67057441793925,6.1,38,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.649497516818556]}"
0000000000000000032c,Cotton,1,-90.4902633496849,35.74387312105579,6.2,14,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50533981959268,35.739329045230505]}"
0000000000000000032d,Cotton,1,-90.21663507264124,35.68278789572463,6.0,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.69441328102453]}"
0000000000000000032e,Cotton,1,-90.41911839237716,35.85005769444151,5.9,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41550829118073,35.82916057364246]}"
0000000000000000032f,Cotton,1,-90.57362624387908,35.76489778252279,6.0,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.78424480943649]}"
00000000000000000330,Cotton,1,-90.36503841480096,35.79723518336238,6.1,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.78424480943649]}"
00000000000000000331,Cotton,1,-90.23244704497675,35.84484500531002,6.3,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.82916057364246]}"
00000000000000000332,Cotton,1,-90.31113680126691,35.786096348930876,6.1,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.78424480943649]}"
00000000000000000333,Cotton,1,-90.47696631034351,35.7189021551565,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4604240553867,35.739329045230505]}"
00000000000000000334,Cotton,1,-90.53464032336879,35.57553313808611,6.3,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.55966598840661]}"
00000000000000000335,Cotton,1,-90.3661175172559,35.767229892373734,6.1,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.78424480943649]}"
00000000000000000336,Cotton,1,-90.22993211198262,35.67057441793925,6.1,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.649497516818556]}"
00000000000000000337,Cotton,1,-90.30143825647568,35.77765081153565,6.2,17,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.78424480943649]}"
00000000000000000339,Cotton,1,-90.61386963088641,35.52217107577952,6.2,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.514750224200625]}"
0000000000000000033b,Cotton,1,-90.59680465115487,35.73668950925869,6.0,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.739329045230505]}"
0000000000000000033c,Cotton,1,-90.21016937611374,35.78142321102686,6.2,25,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19092947015083,35.78424480943649]}"
0000000000000000033d,Cotton,1,-90.61261216438933,35.53043379003155,6.2,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59517134800463,35.514750224200625]}"
0000000000000000033e,Cotton,1,-90.31563157512879,35.70830287195246,6.1,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.69441328102453]}"
0000000000000000033f,Cotton,1,-90.30628975842183,35.74297684174405,6.1,13,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32567676276877,35.739329045230505]}"
00000000000000000340,Cotton,1,-90.24681872767201,35.84772112548949,6.3,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23584523435682,35.82916057364246]}"
00000000000000000341,Cotton,1,-90.3806675639933,35.75717016039716,6.0,20,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.37059252697475,35.739329045230505]}"
00000000000000000342,Cotton,1,-90.54955155729151,35.70291181877883,6.2,15,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55025558379864,35.69441328102453]}"
00000000000000000343,Cotton,1,-90.2735911703969,35.843047987585486,6.2,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2807609985628,35.82916057364246]}"
